Time,PRECIP,PET_Pristley-Taylor(mm),runoff,srad(W/m2),tmax(C),tmin(C),vp(Pa)
1981-1-25,0,0.564634044,0.4248,286.67,5.88,-4.75,440
1981-1-26,0,0.658257852,0.4248,265.69,8.69,-0.74,580.6
1981-1-27,0,0.759439238,0.4814,218.04,11.03,3.73,800
1981-1-28,0,0.680826401,0.5097,258.24,8.42,-0.98,561.32
1981-1-29,0,0.631393792,0.4814,258.97,5.73,-3.53,477.38
1981-1-30,0,0.527004881,0.4531,262.78,0.5,-8.62,320
1981-1-31,0,0.532146091,0.4531,295.59,1,-10.14,280
1981-2-1,0,0.575629182,0.4531,352.2,7.23,-12.33,240
1981-2-2,16.28,0.78174924,0.7929,226.49,11,-1.98,521.44
1981-2-3,0,0.557343223,1.076,263.64,-0.06,-9.6,280
1981-2-4,0,0.496399015,0.9911,284.14,-2.99,-13.5,200
1981-2-5,0,0.503597645,1.0194,262.23,-3.5,-12.47,240
1981-2-6,0,0.615565524,1.0194,341.51,2.75,-12.56,240
1981-2-7,0,0.750416418,1.0477,330.3,6.84,-7.19,360
1981-2-8,13.29,0.830452743,1.076,200.61,7.5,-2.14,520
1981-2-9,0,0.711476722,1.1893,277.8,2.92,-7.01,360
1981-2-10,0,0.823703566,1.1044,331.78,7.44,-6.74,360
1981-2-11,16.83,1.079998639,1.3875,230.42,13.99,1.35,667.73
1981-2-12,0,0.902620934,2.237,361.64,10.98,-8.5,320
1981-2-13,0,0.687128277,1.8689,275.19,0,-9.58,280.03
1981-2-14,0,0.851843066,1.6424,341.15,5.83,-8.55,320
1981-2-15,0,0.962169588,1.2176,333.82,8.4,-5.5,400
1981-2-16,0,1.115954652,1.1893,348.55,12.67,-3.22,480
1981-2-17,0,1.327524599,1.0477,291.09,16.03,4.62,849.36
1981-2-18,0,1.465162656,1.0477,341.22,19.5,3.92,800
1981-2-19,0.01,1.401652813,1.076,294.01,16.48,5.02,881.44
1981-2-20,12.02,1.249313168,1.3875,130.15,13.47,7.62,1049.52
1981-2-21,3.54,1.253992581,1.4725,158.85,12.48,5.5,919.93
1981-2-22,4.97,1.254345304,1.3026,139.37,12.5,6.51,961.12
1981-2-23,8,1.327412184,1.2176,171.3,13,5.5,920
1981-2-24,11.5,1.412792803,1.5291,219.58,13.79,3.59,800
1981-2-25,0,1.253299791,1.2743,256.45,10,1.76,701.11
1981-2-26,1.79,1.223630674,1.1044,211.38,9.5,3,760
1981-2-27,0,1.383541256,1.0194,313.19,11.48,0.88,640
1981-2-28,0,1.401498756,0.9628,373.88,11.41,-3.01,480
1981-3-1,0,1.437486629,0.9345,291.66,11.75,2.24,720
1981-3-2,0,1.357908253,0.9061,304.84,9.5,-0.33,600
1981-3-3,0,1.212410452,0.8495,300.6,6.01,-3.11,480
1981-3-4,0,1.187482617,0.8212,359.56,4.71,-7,360
1981-3-5,18,1.065430399,1.3875,140.92,3.66,-1.42,560
1981-3-6,5.99,1.151479935,1.699,176.7,4.44,-1.94,524.4
1981-3-7,0,1.21904947,1.3592,272.83,5,-2.5,520
1981-3-8,0,1.337709688,1.2176,267.06,7.33,0.2,615.61
1981-3-9,0,1.431415873,1.1044,256.02,9.17,2.5,720
1981-3-10,0,1.524023515,0.9911,319.78,9.5,0.8,640
1981-3-11,0,1.517052866,0.9628,356.6,8.5,-1.53,552.44
1981-3-12,3.24,1.462138324,0.9911,261.14,7.23,-2.16,520
1981-3-13,0,2.029329185,0.9061,427.85,15.75,1.13,650.33
1981-3-14,0,1.854770495,0.8495,432.97,12.46,-1.67,546.14
1981-3-15,0,1.835882359,0.7929,437.27,11.68,-2.6,512.33
1981-3-16,5,1.817040761,0.8778,303.58,11.22,-0.5,600
1981-3-17,0,1.625876434,0.9911,426.82,7.5,-5.02,438.32
1981-3-18,0,1.40497696,0.8778,398.41,3.65,-6.81,360
1981-3-19,0,1.382355492,0.8495,337.08,3.73,-4.23,440
1981-3-20,0,1.410724387,0.8495,372.11,3.53,-5.37,410.94
1981-3-21,0,1.538883103,0.8212,340.73,6,-1.78,537.51
1981-3-22,0,1.78122618,0.8212,426.95,8.33,-3,480
1981-3-23,0,1.736690201,0.8212,374.81,8.05,-0.97,562.15
1981-3-24,0,2.119047927,0.7929,472.31,12.07,-2.77,498.66
1981-3-25,0,2.007014289,0.7646,435.45,10.5,-1.5,560
1981-3-26,0,2.138834634,0.7362,485.99,11.5,-4.5,440
1981-3-27,1,2.413570666,0.7079,426.79,15.5,3.48,767.04
1981-3-28,0,2.452910114,0.6796,471.76,15,-0.01,599.1
1981-3-29,0,2.979078706,0.6796,484.79,21,3.75,720.61
1981-3-30,9.13,2.553908517,0.6796,245.78,18.39,10.04,1243.52
1981-3-31,9.65,3.069330564,0.7362,324.34,21.97,8.91,1152.42
1981-4-1,7.75,2.78276538,0.6513,305.93,18.7,7.34,1027.1
1981-4-2,18.86,2.878863881,0.9628,307.56,19.48,8,1080
1981-4-3,0,3.212373983,0.8778,495.02,21.56,3.99,799.11
1981-4-4,0,2.870935598,0.7929,319.35,20.9,12.54,1442.95
1981-4-5,0,2.667490002,0.8212,300.17,18.59,10.99,1318.83
1981-4-6,20.96,2.522673519,2.4352,278.14,14.55,4.99,879.46
1981-4-7,0,2.584786983,2.0388,448.75,13.55,0.76,640
1981-4-8,0,3.0160963,1.2743,466.61,17.91,3.5,800
1981-4-9,1.99,2.977382958,0.9911,344.79,19.72,10.5,1280
1981-4-10,0,3.148004565,0.9345,458.43,18.86,4.92,873.35
1981-4-11,3,3.329102735,0.9061,322.61,21,8.25,1099.78
1981-4-12,13,3.112146864,1.161,305.54,18.87,7.5,1040
1981-4-13,3.32,2.095524506,1.2743,186.33,10.4,4.79,862.86
1981-4-14,14,2.703583881,1.3309,273.69,14.83,5.75,920
1981-4-15,0,2.748727551,1.8689,438.6,13.6,2,720
1981-4-16,0,2.911081753,1.3309,512.15,13.99,-1.82,534.03
1981-4-17,0,3.135087382,1.0194,387.93,18.5,8.46,1116.68
1981-4-18,0,3.88563413,0.9911,427.33,24.91,12.5,1440
1981-4-19,0,3.584338288,0.9345,477.61,20.59,6.17,933.85
1981-4-20,2,2.889716279,0.9061,369.17,15.33,6,920
1981-4-21,0,2.894857916,0.8495,486.04,12.92,-1,560
1981-4-22,0,2.990320727,0.8212,484.21,13.69,-0.28,600
1981-4-23,8.32,3.736523057,0.8212,362.5,20.92,6.22,937.51
1981-4-24,12.84,3.70564215,1.1893,325.61,21.4,9.11,1169.08
1981-4-25,0,2.415530723,1.2459,251.46,12.08,6.3,943.87
1981-4-26,0,3.190111063,1.0194,456.92,15.5,3.24,779.22
1981-4-27,0,3.600335129,0.9628,432.36,20.01,8.49,1118.81
1981-4-28,8.83,4.128884929,0.9061,415.01,23.15,7.59,1047.37
1981-4-29,8.44,4.715781316,0.9345,356.19,28.5,13.47,1555.44
1981-4-30,1.19,3.732416845,0.9061,413.64,21.13,10.23,1258.2
1981-5-1,7,3.421531545,0.9061,309.58,17.91,7.4,1031.97
1981-5-2,14.33,2.93056852,1.4725,228.83,15.57,8.51,1120.8
1981-5-3,2.51,3.739421359,1.3309,408.15,19.5,6.97,997.63
1981-5-4,0,4.370280568,1.0477,529.91,23.5,6.31,944.91
1981-5-5,0,3.4503935,0.9911,370.38,18.64,9.53,1202.18
1981-5-6,0,3.621118631,0.9061,413.76,19,8.46,1116.44
1981-5-7,0,3.568520248,0.8778,470.3,17.03,4.5,840
1981-5-8,0,3.765630168,0.8212,536.77,17.4,1,640
1981-5-9,0,3.854232082,0.7929,507.41,18.5,3.76,800
1981-5-10,0.78,3.726131937,0.7929,370.8,20.37,10.93,1314.72
1981-5-11,19.58,2.796457639,0.9345,139.77,18.2,14,1600
1981-5-12,22.68,3.608613077,1.2459,252.37,20.49,12.5,1440
1981-5-13,0,4.196789544,1.0194,506.69,21,6.34,947.26
1981-5-14,0,4.364387275,0.9345,454.05,23.5,11,1320
1981-5-15,0,4.087310577,0.9345,374.51,23.21,13.68,1574.65
1981-5-16,28.47,4.004481391,2.322,295.48,21.86,12,1400.04
1981-5-17,0,4.098975272,1.9822,442.38,21.22,9.72,1217.3
1981-5-18,0,3.690487685,1.3592,420.52,17.98,7.66,1052.44
1981-5-19,2.52,2.861756803,1.076,246.67,13.51,7.35,1027.88
1981-5-20,2.22,4.051885733,1.0194,460.09,19.48,6.58,966.15
1981-5-21,0,4.530789812,0.9628,524.68,22.47,7,1000
1981-5-22,0,5.111654151,0.9061,562.91,26.01,6,920
1981-5-23,0,5.174337504,0.8778,563.56,26.33,6,920
1981-5-24,0,5.198311925,0.8495,510.41,27.5,11.43,1354.35
1981-5-25,0,5.215773274,0.7646,486.17,28,13,1480
1981-5-26,0,5.241279061,0.7079,414.42,30.02,17.93,2068.29
1981-5-27,0,4.834918761,0.6513,379.01,27.92,17.5,2000
1981-5-28,10.79,4.016006126,0.7929,217.54,24.21,17,1920
1981-5-29,6.49,4.322159974,0.8778,257.91,25,16.36,1856.84
1981-5-30,0,5.048566093,0.8212,424.19,28.24,16.5,1880
1981-5-31,0,4.84057943,0.7362,393.35,27.5,17,1919.74
1981-6-1,0,4.673398937,0.7079,461.96,23.97,11.24,1339.22
1981-6-2,9.67,3.423862316,0.7929,178.19,20.51,15,1720
1981-6-3,2.12,3.546005645,0.9628,225.85,20.8,14.81,1690.05
1981-6-4,0,4.945616991,0.9061,380.94,28.75,18.76,2161.66
1981-6-5,0,5.048788651,0.8212,410.9,28.5,17.52,2003.35
1981-6-6,0.83,4.867581811,0.7362,351.58,28.5,18.98,2196.65
1981-6-7,0,4.839346228,0.6796,394.42,27.53,17.5,2000.72
1981-6-8,0,4.905108903,0.623,469.39,25.73,13.25,1519.55
1981-6-9,0.03,5.261840429,0.538,397.16,30.59,20,2320
1981-6-10,4,4.544119995,0.538,263.91,26.41,17.76,2041.76
1981-6-11,0,4.780643062,0.5663,395.56,26.75,16.68,1892.91
1981-6-12,0,5.196598635,0.4814,442.36,28.5,16.52,1881.72
1981-6-13,0,4.644854469,0.4531,353.73,27.21,18.5,2120
1981-6-14,14.08,4.285535839,0.5663,268.93,23.96,15.5,1760
1981-6-15,9.05,4.64668569,1.3592,292.89,25.93,16.32,1850.6
1981-6-16,0,5.704028637,1.1044,434.14,32.33,19.99,2318.88
1981-6-17,0,5.320033393,0.7646,399.71,30.75,20.06,2329.86
1981-6-18,0,5.07302339,0.5947,450.91,27.18,15.05,1724.25
1981-6-19,6.27,4.682615678,0.538,300.97,25.73,15.71,1777.04
1981-6-20,20.1,4.650477287,0.9345,261.1,27.5,19,2200
1981-6-21,12.36,5.111326503,2.1804,316.16,28.79,18,2080.25
1981-6-22,3.6,5.571897903,1.4442,321.63,32.01,20.5,2400
1981-6-23,0,5.200314894,0.7362,430.23,29.5,18.62,2139.12
1981-6-24,0,5.171517274,0.4814,471.94,28,15.79,1783.27
1981-6-25,12.45,5.457111291,0.5097,332.85,30.97,19.33,2252.67
1981-6-26,0,5.067840722,0.538,464.09,27.5,15.7,1776
1981-6-27,0,4.879292846,0.8495,490.12,25.18,12.5,1440
1981-6-28,0,5.259467673,0.6796,521.11,27,11.96,1397.07
1981-6-29,0,5.718094095,0.5663,545.46,29.5,11.5,1360
1981-6-30,0,5.1325746,0.5097,495.25,26.75,13,1480
1981-7-1,0,4.288621572,0.4814,308.54,26.49,19.34,2254.18
1981-7-2,1.25,3.961249513,0.4814,264.84,25.5,19.5,2279.21
1981-7-3,0,4.324619103,0.4248,310.48,26.76,19.5,2280
1981-7-4,24.72,3.46782176,0.7079,145.78,24.81,20.52,2402.45
1981-7-5,0,4.396523598,1.3026,334.22,26.76,19.04,2206.72
1981-7-6,0,4.838397716,0.9628,372.23,29.03,19.96,2316.82
1981-7-7,0,5.59180904,0.7362,447.15,32,19.6,2287.81
1981-7-8,0,5.806983034,0.6796,444.44,33.54,20.81,2449.05
1981-7-9,0,5.768354752,0.6513,407.98,34.47,23,2800
1981-7-10,0,5.48386368,0.5947,368.78,33.96,24,2999.43
1981-7-11,0,5.768830663,0.5663,479.54,32.36,18.01,2080.26
1981-7-12,0,5.829104254,0.538,455.91,33.49,19.99,2319.36
1981-7-13,0,5.574030006,0.538,401.07,33.5,22.27,2683.62
1981-7-14,0,5.172642625,0.538,378.64,31.5,21.45,2551.92
1981-7-15,0,5.297588946,0.5097,478.96,29.3,15.5,1760
1981-7-16,0,5.213234766,0.4814,469.88,29.02,15.7,1775.99
1981-7-17,0,4.73078193,0.4814,372.77,28.49,19.02,2202.7
1981-7-18,0,5.387593012,0.4531,473.32,30.37,16.5,1880
1981-7-19,0,6.012840961,0.4531,478.52,34.5,18.92,2186.71
1981-7-20,3.47,4.74370202,0.4531,243.64,31.76,24,3000
1981-7-21,2.99,5.506296885,0.4814,332.1,34,22.87,2778.52
1981-7-22,0,5.209339769,0.538,418.49,31,19.24,2238.45
1981-7-23,0,4.979037508,0.5097,465.92,27.99,14.73,1677.34
1981-7-24,0,4.851080651,0.5097,434.81,28,16.09,1814.46
1981-7-25,0,4.378610664,0.5097,361.55,26.6,17.49,1998.73
1981-7-26,0,4.780590944,0.4814,394.44,29,18.5,2120.68
1981-7-27,0,5.034760913,0.4531,382.38,31.5,21,2480
1981-7-28,4.42,4.857149861,0.3964,307.2,29.5,18.47,2117.52
1981-7-29,2.02,5.060745145,0.3681,402.52,30.57,18.5,2119.82
1981-7-30,0,5.138619781,0.3398,509.73,29.19,13.29,1510.77
1981-7-31,0,5.157108104,0.3398,506.2,29.5,13.5,1527.75
1981-8-1,0,5.067454204,0.3681,491.13,29.25,14,1563.1
1981-8-2,0,5.193473561,0.3964,503.46,30.02,13.5,1494.76
1981-8-3,25.14,4.861098817,0.4531,301.99,30,18.24,2099.22
1981-8-4,15.4,4.637537064,0.5097,250.58,30.5,21.03,2484.42
1981-8-5,0,5.025371363,0.4814,366.88,32.55,21.52,2563.8
1981-8-6,0,4.567590416,0.4531,367.26,29.15,18.74,2158.45
1981-8-7,0,4.709694327,0.4248,419.1,29,16.63,1890.57
1981-8-8,18.44,3.889790207,0.4248,196.32,27.5,20.56,2408.97
1981-8-9,10.63,4.280192818,0.4531,235.96,29.13,20.5,2400
1981-8-10,0,4.783929,0.5097,359.64,32,21.5,2559.94
1981-8-11,21.17,4.547972329,0.5947,250.27,31.22,21.79,2605.73
1981-8-12,21.41,3.754866873,0.7362,212.38,26.26,19.02,2203.47
1981-8-13,18.63,4.14959701,1.3026,266.89,27.54,18,2080
1981-8-14,0,4.685444294,0.9628,417.49,30.49,18.15,2091.62
1981-8-15,0,4.325228145,0.6796,335.16,30.26,21.05,2488.08
1981-8-16,11.93,4.240044658,0.6796,252.14,29.67,20.48,2396.25
1981-8-17,0,4.267266076,0.623,464,26.51,12.7,1456.07
1981-8-18,0,4.339279386,0.5663,490.21,26.79,11.24,1339.22
1981-8-19,0,3.958540672,0.538,439.51,24.69,12.16,1412.91
1981-8-20,0,3.6680889,0.5097,353.77,24.5,15.25,1740.05
1981-8-21,0,3.946582807,0.4531,441.2,25.03,12.29,1423.45
1981-8-22,0.01,3.474915027,0.5097,352.92,23.06,14,1600
1981-8-23,0,3.872969405,0.5097,397.33,26,15,1720
1981-8-24,0,4.343936644,0.5097,438.76,29.4,15.72,1777.22
1981-8-25,4.05,3.850419045,0.4814,304.12,25.96,14.38,1630.1
1981-8-26,0,3.450058949,0.4248,341.41,24,14.97,1715.99
1981-8-27,0,3.915270908,0.4531,409.97,27,14.98,1716.03
1981-8-28,0,3.995396361,0.4531,390.05,28.5,17,1920
1981-8-29,0,3.728523709,0.4814,356.54,27.25,17.32,1971.77
1981-8-30,0,3.592942231,0.4814,333.06,27,18,2080
1981-8-31,0,3.514013836,0.4814,320.73,27,18.5,2120
1981-9-1,17.29,3.527392625,0.4814,241.81,27.5,19,2200.49
1981-9-2,0,3.333807583,0.4531,299.14,26.64,19,2200
1981-9-3,0,3.101682506,0.4531,281.56,25,18.03,2082.21
1981-9-4,0,2.774096193,0.4531,242.39,23,17.28,1964.24
1981-9-5,0,3.12856145,0.4248,339.53,24,15.5,1760
1981-9-6,0,3.405387839,0.4248,395.78,25.74,14.96,1712.89
1981-9-7,0,3.016775166,0.4531,302.26,24.5,17,1919.97
1981-9-8,0,3.18218695,0.4531,313.15,26.33,18.28,2102.44
1981-9-9,15.78,3.321935954,0.4531,320.8,25,12.5,1440
1981-9-10,0,3.401678458,0.4531,469,25.39,9.47,1197.95
1981-9-11,0,3.602358251,0.4531,408.99,28.79,15.89,1790.95
1981-9-12,0,3.776926852,0.4248,397.11,31,18,2080
1981-9-13,0,3.618421788,0.4248,413.06,29.51,15.77,1781.24
1981-9-14,0,3.645161441,0.4814,365.86,31,19.26,2241.21
1981-9-15,7.44,3.321494008,0.5947,245.36,29.01,19.17,2227.54
1981-9-16,33.25,2.624344277,0.7929,212.97,22.5,15,1720.26
1981-9-17,0,2.53945167,1.2176,301.44,21.3,13.48,1556.65
1981-9-18,12.51,2.261341981,0.9061,160.44,20.95,15.69,1774.83
1981-9-19,8.69,2.370751067,0.9061,216.47,20.16,12.9,1471.97
1981-9-20,0,2.695992408,0.6796,363.11,23,12.87,1469.7
1981-9-21,0,2.780500458,0.5947,409.95,23.5,10.71,1297.17
1981-9-22,0,2.869043796,0.4814,355.39,26,15.48,1758.49
1981-9-23,0,2.587716384,0.3681,400.12,22.01,9.77,1221.93
1981-9-24,0,2.346938808,0.3398,364.92,19.75,9.5,1200
1981-9-25,0,2.59825268,0.3115,425.85,22.73,8,1080
1981-9-26,0,2.693266078,0.3115,420.08,24.51,9.5,1200
1981-9-27,0,2.807348066,0.3115,371.17,26.87,14.56,1650.84
1981-9-28,0,2.550973666,0.3398,372.9,24,11.93,1394.52
1981-9-29,0,2.195018214,0.3115,416.28,19,4.5,839.89
1981-9-30,0,2.192666019,0.3398,408.5,19.5,5.1,887.76
1981-10-1,2.6,2.473176679,0.3115,332.22,24.21,10.45,1276.09
1981-10-2,7.41,2.243738442,0.623,272.65,21.52,9.17,1173.38
1981-10-3,0,1.812520281,0.5947,319.04,15.5,5.72,920
1981-10-4,0,1.95258586,0.3115,376.92,17.83,4.46,836.66
1981-10-5,0,2.283674095,0.3115,348.41,23.69,10.97,1317.88
1981-10-6,0,2.2313702,0.3398,335.34,23.5,11.36,1348.79
1981-10-7,0,1.905643387,0.3115,274.88,19.5,10.5,1280
1981-10-8,0,1.696146687,0.2832,281.63,16.08,6.94,995.58
1981-10-9,0,1.712997578,0.3398,348.29,16.38,3.85,800
1981-10-10,0,1.661658642,0.3964,359.66,16,2.63,731.73
1981-10-11,0,1.634546843,0.4531,351.4,16.04,3.03,762.76
1981-10-12,0,1.536004922,0.538,331.08,14.64,2.87,749.65
1981-10-13,0,1.524183918,0.623,344.93,15,2.21,718.42
1981-10-14,0,1.59872834,0.4814,378.03,17.75,1.31,664.72
1981-10-15,0,1.59145165,0.5097,377.06,18.44,1.43,674.27
1981-10-16,0,1.673591646,0.5947,380.09,21.5,2.5,720
1981-10-17,0,1.577970033,0.5097,345.83,19,3.75,800
1981-10-18,0,1.51047587,0.5097,326.64,17.98,3.9,804.44
1981-10-19,11.61,1.386024899,0.6796,211.4,15.5,4.21,817.01
1981-10-20,0,1.273838854,0.4531,342.22,14.5,-1.27,560
1981-10-21,0,1.513968263,0.3398,303.27,19.85,6.3,949.23
1981-10-22,0,1.587947006,0.3681,297.5,22,8.3,1103.82
1981-10-23,7.19,1.531314904,0.3398,196.14,21,9.55,1204.4
1981-10-24,9,1.233113545,0.4531,220.82,15.39,2.26,720
1981-10-25,23.16,1.133988491,0.5663,194.21,12.99,2.15,719.7
1981-10-26,16.2,1.324895428,1.2176,143.07,18.23,10.43,1274.19
1981-10-27,7.06,1.41169714,1.1044,126.21,21,14,1600
1981-10-28,0,1.37741939,1.0477,231.38,20.5,10.5,1280
1981-10-29,0.01,1.130710645,0.9911,192.38,15,7.34,1026.99
1981-10-30,0,0.949372457,0.8495,111.11,11.35,7.25,1020.05
1981-10-31,0,0.975085767,0.7929,120.89,12.44,8,1080
1981-11-1,0,1.093669108,0.6796,210,15.68,7.35,1027.7
1981-11-2,0,1.183854094,0.623,287.39,20.5,6.66,972.91
1981-11-3,0,1.121576006,0.5947,269.39,18.84,6.5,960
1981-11-4,0,1.041527968,0.538,311.01,20.49,3.32,785.78
1981-11-5,0,0.97059263,0.538,313.41,19.99,1.93,714.63
1981-11-6,7.68,1.069191332,0.6796,172.97,18.5,7.98,1078.37
1981-11-7,0,0.86660972,0.6796,174.93,12,4.76,860.55
1981-11-8,0,0.871252142,0.5947,255.09,14.76,2.73,738.67
1981-11-9,0,0.870423508,0.5947,284.27,17.71,2.5,720
1981-11-10,0,0.818355402,0.623,218.1,12.98,3.23,778.38
1981-11-11,0,0.821245614,0.623,201.81,13.24,4.34,827.41
1981-11-12,0,0.717151727,0.623,219.58,10.5,0.74,640
1981-11-13,0,0.680199432,0.6796,240.01,10.5,-0.59,592.9
1981-11-14,0,0.764719631,0.7362,164.71,11.95,5.09,887.48
1981-11-15,4.91,0.755689818,0.9061,80.73,11.5,7.29,1023.51
1981-11-16,6,0.741251805,0.8778,119.94,11.84,5.5,920
1981-11-17,9.57,0.642415072,1.076,163.9,10,0.83,640
1981-11-18,9.78,0.737242099,1.6141,129.39,12.91,5.98,920
1981-11-19,0,0.700572673,1.3309,217.01,13.5,4.27,821.71
1981-11-20,2.52,0.740013044,1.161,203.04,16.6,6,920
1981-11-21,0,0.640116005,0.9628,205.78,11.5,3.05,763.74
1981-11-22,0,0.571579418,0.7079,155.09,7,1.23,658.7
1981-11-23,0,0.48941558,0.5663,216.35,5.5,-3.18,480
1981-11-24,0,0.426360873,0.538,250.75,4.69,-6.5,360
1981-11-25,0,0.477552778,0.5947,211.05,5.75,-2.84,493.13
1981-11-26,0,0.4160446,0.5663,263.82,8,-5.51,401.06
1981-11-27,0,0.506562075,0.5947,267.25,18.21,1.92,711.97
1981-11-28,0,0.510827279,0.538,237.06,12.56,0.84,640
1981-11-29,0,0.534619779,0.4531,154.01,8.4,2,720
1981-11-30,0,0.405460108,0.4531,228.22,6.5,-4.5,440
1981-12-1,15.8,0.324447839,0.5947,225.18,9.69,-7,360
1981-12-2,14.45,0.490332105,1.2459,192.26,14,1.95,715.96
1981-12-3,1.98,0.484772617,1.1327,212.94,9.91,1.06,644.93
1981-12-4,2.17,0.462372163,0.8778,221.4,10.39,0.5,640
1981-12-5,4,0.487874089,0.8778,129.14,8,1.5,679.83
1981-12-6,0,0.455877367,0.7929,153.6,5.5,-0.11,600
1981-12-7,0,0.463743712,0.7079,151.2,6.88,0.65,640
1981-12-8,2.76,0.500480664,0.6796,131.47,9.82,3,760
1981-12-9,0,0.404127056,0.6513,191.69,6.23,-1.98,521.9
1981-12-10,0,0.396434177,0.623,118.53,1.5,-3,480
1981-12-11,0,0.363569955,0.5947,183.24,3,-4.5,440
1981-12-12,0,0.381035056,0.5947,188.16,4.8,-3,480
1981-12-13,0,0.301208519,0.5663,237.54,4.5,-7.14,360
1981-12-14,14.62,0.300267489,0.623,200.81,5.66,-6.54,360
1981-12-15,32.51,0.433173951,1.4725,113.68,5.47,0.04,607.79
1981-12-16,15.37,0.418784591,2.6051,103.3,4,-0.88,569.84
1981-12-17,0,0.320544028,2.1804,251.02,5.63,-5.24,420.6
1981-12-18,0,0.372079595,1.4158,210.13,5.38,-2.76,498.84
1981-12-19,0,0.299884815,1.1044,216.02,0,-8.26,320
1981-12-20,0,0.2971109,0.9345,197.73,-1.5,-8.75,320
1981-12-21,0,0.257480415,0.8495,261.98,0.82,-10.8,280
1981-12-22,1.4,0.388125299,0.8212,197.61,5.68,-1.89,534.01
1981-12-23,1.29,0.383809844,0.8495,264.6,15.94,2.07,720
1981-12-24,0,0.353377369,0.8495,248.56,10.5,-1.63,549.76
1981-12-25,0,0.383449314,0.8212,183.45,4.88,-2.5,520
1981-12-26,0.98,0.305407748,0.7646,259.08,5.63,-6.24,380.88
1981-12-27,1.06,0.463131221,0.7929,140.54,7.17,1.65,692.27
1981-12-28,0,0.379511895,0.7646,209.61,7,-2.36,518.32
1981-12-29,0,0.42079554,0.7646,182.39,7,-0.6,592.34
1981-12-30,0,0.323036684,0.7079,228.44,4.19,-6.5,360
1981-12-31,7.77,0.309235476,0.6796,205.87,5.5,-6.95,360
1982-1-1,12.48,0.46112,1.161,128.11,9.25,1.24,659.22
1982-1-2,0,0.383261496,1.6707,192.89,5.68,-3.5,479.89
1982-1-3,8.33,0.364448054,1.161,155.83,5.39,-4.8,440
1982-1-4,31.37,0.513418531,2.1238,151.69,14,3.77,800.5
1982-1-5,0,0.414417116,3.0582,231.06,11.5,-1,560
1982-1-6,0,0.383216208,2.0105,239.76,9.83,-3.27,480
1982-1-7,0,0.504384355,1.4725,193.16,11.11,1.92,713.43
1982-1-8,0,0.387336161,1.2176,203.46,3.98,-5.43,405.57
1982-1-9,0,0.364037632,1.076,205.11,1.9,-7.5,360
1982-1-10,0,0.274853733,0.9061,233.05,-3.97,-15.19,200
1982-1-11,0,0.24810084,0.7929,188.12,-9.04,-17.02,160
1982-1-12,0,0.300668769,0.8495,163.74,-6.07,-12.76,239.6
1982-1-13,8.89,0.340720165,0.8212,189.22,-0.78,-11.11,270.96
1982-1-14,8,0.400225512,0.8495,111.76,-1.13,-6.45,364.58
1982-1-15,0,0.351765669,0.8495,206.44,-3,-10.59,280
1982-1-16,0,0.321429463,0.8212,320.82,2.42,-14.76,200
1982-1-17,0,0.268041629,0.8212,330.19,-2.5,-21.35,120
1982-1-18,0,0.271047287,0.7929,298.65,-7.01,-19.95,120
1982-1-19,0,0.363800777,0.7646,263.57,-2.25,-12.49,240
1982-1-20,0,0.478268193,0.7362,199.05,1.99,-5.07,425.75
1982-1-21,2.86,0.46400492,0.7362,147.32,0.5,-6,400
1982-1-22,0,0.37390133,0.7362,226.18,-4.27,-12.21,240
1982-1-23,22.37,0.495371899,0.9911,244.34,6.82,-7.86,335.04
1982-1-24,0,0.506263902,1.6141,291.47,4,-7.26,360
1982-1-25,0,0.413014027,1.4158,253.06,-3,-11.7,240.33
1982-1-26,0,0.41873962,1.1893,249,-3.25,-11.69,240
1982-1-27,0,0.429368018,1.0477,293.95,-2.21,-12.89,238.51
1982-1-28,0,0.514542603,0.9345,316.99,2.5,-9.75,280
1982-1-29,0,0.590787064,0.8778,310.52,5.23,-6.5,360
1982-1-30,0,0.609254112,0.8212,361.14,8.94,-8.13,320
1982-1-31,0,0.807141429,1.2176,266.34,11.34,2,720
1982-2-1,1.39,0.822961314,1.784,324.2,13.21,0.19,615.25
1982-2-2,28.04,0.671921437,1.699,214.05,5.31,-4.5,440
1982-2-3,16.35,0.869670792,2.2937,211.69,11.87,1.96,712.59
1982-2-4,0,0.873432829,2.6335,262.08,11.01,2.29,720
1982-2-5,0,0.754879983,2.0105,311.07,7,-3.76,459.22
1982-2-6,0,0.7252987,1.6141,210.77,4.5,-1.76,539.22
1982-2-7,0,0.661182283,1.3309,329.99,2.5,-8.78,320
1982-2-8,0,0.777557438,1.1327,361.15,7.04,-6.75,360
1982-2-9,10.45,0.810517536,1.2459,179.44,6,-1.16,560
1982-2-10,0,0.745775414,1.6141,289.83,3.43,-5.5,400
1982-2-11,0,0.739999027,1.3592,297.63,2.75,-6.42,366.21
1982-2-12,0,0.773156108,1.1893,347.73,3.76,-7.89,328.46
1982-2-13,3.62,0.730808922,1.076,169.9,1.5,-4.89,440
1982-2-14,0,0.81591117,1.076,379.75,4.5,-9.2,303.93
1982-2-15,0,1.136157033,1.0477,392.65,13.79,-1.74,540.6
1982-2-16,0,1.348478581,1.1044,317.07,17,6.7,975.9
1982-2-17,4.95,1.138258448,1.1044,263.57,11.42,0,600
